2024-05-20 11:52:09,rushing_yards,Success
2024-05-20 12:00:01,passing_yards,Success
2024-05-20 12:00:02,rushing_yards,Success
2024-05-20 12:00:04,receiving_yards,Success
2024-05-20 12:00:06,interceptions,Success
2024-05-20 12:00:07,punt_return_yards,Success
2024-05-20 12:07:30,receiving_yards,Success
2024-05-20 12:07:39,interceptions,Success
2024-05-20 12:23:43,passing_yards,Success
2024-05-20 12:25:59,receiving_yards,Success
2024-05-20 12:27:37,passing_yards,Success
2024-05-20 12:35:04,passing_yards,Success
2024-05-20 12:35:04,passing_yards,Success
2024-05-20 12:35:07,rushing_yards,Success
2024-05-20 12:35:07,rushing_yards,Success
2024-05-20 12:35:10,receiving_yards,Success
2024-05-20 12:35:10,receiving_yards,Success
2024-05-20 12:35:13,interceptions,Success
2024-05-20 12:35:13,interceptions,Success
2024-05-20 12:35:16,punt_return_yards,Success
2024-05-20 12:35:16,punt_return_yards,Success
2024-05-20 12:40:16,punt_return_yards,Success
2024-05-20 12:40:23,punt_return_yards,Success
2024-05-20 12:40:30,receiving_yards,Success
2024-05-20 12:45:23,passing_yards,Success
2024-05-20 12:46:06,passing_yards,Success
2024-05-20 12:47:02,passing_yards,Success
2024-05-20 12:47:03,passing_yards,Success
2024-05-20 12:47:05,rushing_yards,Success
2024-05-20 12:47:05,rushing_yards,Success
2024-05-20 12:47:08,receiving_yards,Success
2024-05-20 12:47:08,receiving_yards,Success
2024-05-20 12:47:11,interceptions,Success
2024-05-20 12:47:11,interceptions,Success
2024-05-20 12:47:14,punt_return_yards,Success
2024-05-20 12:47:14,punt_return_yards,Success
2024-05-20 12:50:02,passing_yards,Success
2024-05-20 12:50:02,passing_yards,Success
2024-05-20 12:50:05,rushing_yards,Success
2024-05-20 12:50:05,rushing_yards,Success
2024-05-20 12:50:07,receiving_yards,Success
2024-05-20 12:50:07,receiving_yards,Success
2024-05-20 12:50:10,interceptions,Success
2024-05-20 12:50:10,interceptions,Success
2024-05-20 12:50:12,punt_return_yards,Success
2024-05-20 12:50:12,punt_return_yards,Success
2024-05-20 19:02:28,passing_yards,Success
2024-05-21 10:00:01,passing_yards,Success
2024-05-21 10:00:02,rushing_yards,Success
2024-05-21 10:00:04,receiving_yards,Success
2024-05-21 10:00:06,interceptions,Success
2024-05-21 10:00:07,punt_return_yards,Success
2024-05-21 12:20:58,rushing_yards,Success
2024-05-21 12:21:06,interceptions,Success
2024-05-21 15:51:41,rushing_yards,Success
2024-05-21 15:51:50,rushing_yards,Success
2024-05-21 15:51:57,rushing_yards,Success
2024-05-21 15:55:46,passing_yards,Success
2024-05-21 15:58:38,rushing_yards,Success
2024-05-21 15:59:41,passing_yards,Success
2024-05-21 16:07:20,passing_yards,Success
2024-05-21 16:08:54,passing_yards,Success
2024-05-21 16:09:04,rushing_yards,Success
2024-05-21 16:09:14,rushing_yards,Success
2024-05-21 16:09:23,passing_yards,Success
2024-05-21 16:09:34,passing_yards,Success
2024-05-21 16:09:45,passing_yards,Success
2024-05-21 16:09:53,passing_yards,Success
2024-05-21 16:10:02,passing_yards,Success
2024-05-21 16:10:12,passing_yards,Success
2024-05-21 16:10:20,passing_yards,Success
2024-05-21 16:10:28,passing_yards,Success
2024-05-21 16:10:36,passing_yards,Success
2024-05-21 16:10:45,passing_yards,Success
2024-05-21 19:27:13,punt_return_yards,Success
2024-05-21 19:27:22,interceptions,Success
2024-05-21 19:30:23,receiving_yards,Success
2024-05-22 12:09:43,punt_return_yards,Success
2024-05-22 12:09:49,passing_yards,Success
2024-05-22 12:09:55,receiving_yards,Success
2024-05-22 13:19:22,passing_yards,Success
